Task #,Due Date,Site,Building,Equipment,Name,Interval,Status,Assigned To,Open Date,Category,Est Labor Hours,Labor Hours,Equipment Category,Updated At,Object ID
"PM-UNP-19322",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-5 (2nd Flr Elec Rm)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"vy9vPBbfPj"
"PM-UNP-19321",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-6 (3rd Flr Elec Rm)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"ccJU02TFVT"
"PM-UNP-19320",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-8 (5th Flr Elec Rm)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"5AA42p03M3"
"PM-UNP-19319",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-7 (4th Flr Elec Rm)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"RHGd4y2Jin"
"PM-UNP-19318",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-4 (1st Flr Elec Rm)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"sLJWAf5Qsz"
"PM-UNP-19317",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-9 (RM 820 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:16,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"gPZdCH8wCk"
"PM-UNP-19316",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-8 (Refrigerant Evac)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:16,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"p0BCxFaIob"
"PM-UNP-19315",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-7 (Upper Penthouse Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:16,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"UUZ8OKXzal"
"PM-UNP-19314",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-6 (Upper Penthouse Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:16,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"t7bW9MWpdm"
"PM-UNP-19313",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-5 (RM 801 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:16,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"dTreGS9Ipu"
"PM-UNP-19312",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-4 (RM 801 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:16,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"AfSYjC1F5G"
"PM-UNP-19311",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-3 (Lower Penthouse Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"naaZjFfcVt"
"PM-UNP-19310",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-2 (Lower Penthouse Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"mYwLIu4LrT"
"PM-UNP-19309",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-10 (RM 830 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"RH2j8Xx2YQ"
"PM-UNP-19308",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA REF-1 (Elec Vault Smoke Evac)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"0Sy7wP0Uzz"
"PM-UNP-19307",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EF-5T (RM 707 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"gVGCBqNiZ2"
"PM-UNP-19306",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EF-5 (RM 806 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"fOUAvISDte"
"PM-UNP-19305",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EF-4 (RM 706 Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"De5wpdofoP"
"PM-UNP-19304",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EF-3 (Loading Dock Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"qkDaRLSyCU"
"PM-UNP-19303",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EF-2 (Elec. Vault Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"2mA6w73Wib"
"PM-UNP-19302",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EF-1 (Fire Pump Rm Exhaust)","300MAExhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:15,"rSoa4ydGkH"
"PM-UNP-19301",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS Water Treatment","75SS Filter Sock Replacement (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:15,"Water Treatment","2.00","0.00","Water Treatment",2026-04-13 16:00:15,"VHKuS1eiys"
"PM-UNP-19299",2026-05-28 16:00:00,"University Park","45 Sidney Street","45SS ET-2 (CHW Expansion Tank)","45SS Expansion Tank Maintenance - SA (Engineer)","Every 6 Months","to_do","Mark Donovan",2026-04-13 16:00:15,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-13 16:00:15,"3blvSBnnhm"
"PM-UNP-19298",2026-05-28 16:00:00,"University Park","45 Sidney Street","45SS ET-1 (ProcCW Expansion Tank)","45SS Expansion Tank Maintenance - SA (Engineer)","Every 6 Months","to_do","Mark Donovan",2026-04-13 16:00:15,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-13 16:00:15,"dCMPzgkFBE"
"PM-UNP-19297",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA Building","Drum Drip Maintenance (5 Drum Drips) - M 300 Mass Ave","Every 1 Month","to_do","Jorge Figueroa",2026-04-13 16:00:15,"Building","0.17","0.00","Building",2026-04-13 16:00:15,"Vwgoe09p6J"
"PM-UNP-19296",2026-05-28 16:00:00,"University Park","26 Landsdowne Street","26LS MAU-1","26LS AHU1 Monthly PM (Engineer)","Every 1 Month","to_do","Piotr Olszewski",2026-04-13 16:00:15,"Air Handling Unit","1.00","0.00","Air Handling Unit",2026-04-13 16:00:15,"1Kc18g75KY"
"PM-UNP-19295",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CHWP-1","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:15,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"PG9TMXFwK2"
"PM-UNP-19294",2026-05-28 16:00:00,"University Park","750 Main Street","750MS HWP-3","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:15,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"fyX6wI4gPT"
"PM-UNP-19293",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CHWP-4","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"2xS3rEJfnv"
"PM-UNP-19292",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CHWP-3","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"afcBncucuD"
"PM-UNP-19291",2026-05-28 16:00:00,"University Park","750 Main Street","750MS HWP-2","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"djeh5tTDYQ"
"PM-UNP-19290",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CHWP-2","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"KTwCD67DGW"
"PM-UNP-19289",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CWP-4","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"OeDx8fIJGk"
"PM-UNP-19288",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CWP-2","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"vVBB7QNmqK"
"PM-UNP-19287",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CWP-3","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"wTucbVEK0w"
"PM-UNP-19286",2026-05-28 16:00:00,"University Park","750 Main Street","750MS HWP-1","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","in_progress","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-28 15:13:26,"8A4QMeya23"
"PM-UNP-19285",2026-05-28 16:00:00,"University Park","750 Main Street","750MS CWP-1","750MS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Pump","2.00","0.00","Pump",2026-04-27 09:57:15,"bikhkhoxDZ"
"PM-UNP-19284",2026-05-28 16:00:00,"University Park","26 Landsdowne Street","26LS MAU-2","26LS AHU2 Monthly PM (Engineer)","Every 1 Month","to_do","Piotr Olszewski",2026-04-13 16:00:14,"Air Handling Unit","1.00","0.00","Air Handling Unit",2026-04-13 16:00:14,"dt3b4QNEem"
"PM-UNP-19283",2026-05-28 16:00:00,"University Park","750 Main Street","750MS ERU-1 ET-1 (Heat Recovery)","750MS Expansion Tank Maintenance - SA (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-27 09:57:15,"7euDUxIB9I"
"PM-UNP-19282",2026-05-28 16:00:00,"University Park","750 Main Street","750MS ERU-1 ET-2 (Snow Melt)","750MS Expansion Tank Maintenance - SA (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-27 09:57:15,"cazqNUpL29"
"PM-UNP-19281",2026-05-28 16:00:00,"University Park","750 Main Street","750MS ERU-2 ET-1 (Heat Recovery)","750MS Expansion Tank Maintenance - SA (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-27 09:57:15,"rEznCMgb9j"
"PM-UNP-19280",2026-05-28 16:00:00,"University Park","750 Main Street","750MS ERU-2 ET-2 (Snow Melt)","750MS Expansion Tank Maintenance - SA (Engineer)","Every 3 Months","to_do","Eduin Sepulveda",2026-04-13 16:00:14,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-27 09:57:15,"Fe6IIuLYDE"
"PM-UNP-19279",2026-05-28 16:00:00,"University Park","Garage - 55 Franklin Street","55FS EF-1 (Norm Elec Rm)","55FS Exhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Brandon Gonzalez",2026-04-13 16:00:14,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:14,"SS8MVK3J9E"
"PM-UNP-19278",2026-05-28 16:00:00,"University Park","Garage - 55 Franklin Street","55FS EF-1 (Emerg Elec Rm)","55FS Exhaust Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Brandon Gonzalez",2026-04-13 16:00:14,"Exhaust Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:14,"yHKPLSXwEI"
"PM-UNP-19274",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS ET-1 (CHW Expansion Tank)","88SS Expansion Tank Maintenance - SA (Engineer)","Every 6 Months","to_do","Evan Sullivan",2026-04-13 16:00:14,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-13 16:00:14,"Hb8TLLSZBg"
"PM-UNP-19273",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS ET-1 (HW Expansion Tank)","88SS Expansion Tank Maintenance - SA (Engineer)","Every 6 Months","to_do","Evan Sullivan",2026-04-13 16:00:14,"Expansion Tank","0.50","0.00","Expansion Tank",2026-04-13 16:00:14,"j4G1zKsyMy"
"PM-UNP-19271",2026-05-28 16:00:00,"University Park","","730/750MS Building","Drum Drip Maintenance (5 DDs, 20 Vavles) - M 730/750 Main","Every 1 Month","to_do","Eduin Sepulveda",2026-04-13 16:00:13,"Building","1.00","0.00","Building",2026-04-27 09:57:15,"BvqzgKyO6J"
"PM-UNP-19269",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS P-35 (Boiler-2 Circ)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"JBHnM0ysyA"
"PM-UNP-19267",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS P-29 (AHU3 Freeze Protection)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"HD8GLI83CS"
"PM-UNP-19266",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS P-28 (AHU-2 Freeze Protection)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"zwybKPTe1o"
"PM-UNP-19265",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS P-27 (AHU-1 Freeze Protection)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"RpM82PVtNJ"
"PM-UNP-19264",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS HWH-3 Circ Pump (120F)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"zHGdZpdkVt"
"PM-UNP-19263",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS HWH-2 Circ Pump (140F)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"HsgYo8wEJT"
"PM-UNP-19262",2026-05-28 16:00:00,"University Park","75 Sidney Street","75SS HWH-1 Circ Pump (Tempered Water)","75SS Circ Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Mark Donovan",2026-04-13 16:00:13,"Circ Pump","1.00","0.00","Circ Pump",2026-04-13 16:00:13,"uH2fKUn6Bh"
"PM-UNP-19246",2026-05-28 16:00:00,"University Park","26 Landsdowne Street","26LS Water Treatment","26LS Filter Sock Replacement (Engineer)","Every 3 Months","to_do","Piotr Olszewski",2026-04-13 16:00:12,"Water Treatment","2.00","0.00","Water Treatment",2026-04-13 16:00:12,"ZhCG495Ui2"
"PM-UNP-19245",2026-05-28 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.4","35LS AHU-1.4A Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-13 16:00:12,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-13 16:00:12,"r1rav9fUli"
"PM-UNP-19244",2026-05-28 16:00:00,"University Park","64 Sidney Street","64SS Water Treatment","64SS Filter Sock Replacement (Engineer)","Every 3 Months","to_do","Rodney Ruff",2026-04-13 16:00:12,"Water Treatment","1.00","0.00","Water Treatment",2026-04-13 16:00:12,"PqBZ2KfIm5"
"PM-UNP-19242",2026-05-28 16:00:00,"University Park","38 Sidney Street","38SS Water Treatment","38SS Filter Sock Replacement (Engineer)","Every 3 Months","to_do","Rodney Ruff",2026-04-13 16:00:12,"Water Treatment","1.00","0.00","Water Treatment",2026-04-13 16:00:12,"VyrzgzvTGu"
"PM-UNP-19239",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CWP-4","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"JkrEt7gDP1"
"PM-UNP-19238",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CWP-3","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"nHGUDNVZBI"
"PM-UNP-19237",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CWP-2","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"t8dpUKLX3b"
"PM-UNP-19236",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CWP-1","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"cKcu6xLGDa"
"PM-UNP-19235",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA TCHWP-2","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"TmgeQ491Gy"
"PM-UNP-19234",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA TCHWP-1","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"LZgXKj40QI"
"PM-UNP-19233",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA HWP-3","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"FRxf4gVzWZ"
"PM-UNP-19232",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA HWP-2","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"DYeA4vQXtJ"
"PM-UNP-19231",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA HWP-1","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"QOzlSo56D0"
"PM-UNP-19230",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA HRP-2","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"K7EtQBji8q"
"PM-UNP-19229",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA HRP-1","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"EUVj0zPHUp"
"PM-UNP-19228",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CHWP-4","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"HuJsbGn31g"
"PM-UNP-19227",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CHWP-3","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"f2mEfzWged"
"PM-UNP-19226",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CHWP-2","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"78MSFGP4AM"
"PM-UNP-19225",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA CHWP-1","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"6GQEgcVBhX"
"PM-UNP-19224",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA AHWP-2","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"V9MnLlJ5Eh"
"PM-UNP-19223",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA AHWP-1","300MA HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Pump","2.00","0.00","Pump",2026-04-13 16:00:11,"nCfvfafmQD"
"PM-UNP-19222",2026-05-28 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.3","35LS AHU-1.3A Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-13 16:00:11,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-13 16:00:11,"A2iLdfFmUn"
"PM-UNP-19221",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS Water Treatment","88SS Filter Sock Replacement (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:11,"Water Treatment","2.00","0.00","Water Treatment",2026-04-13 16:00:11,"r50mnFmtQw"
"PM-UNP-19220",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EWH-2 (Bathrooms 2-4)","300MA EWH PM - Quarterly CAM-WH (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Water Heater","1.00","0.00","Electric Water Heater",2026-04-13 16:00:11,"BpLupbXkJi"
"PM-UNP-19219",2026-05-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA EWH-1 (Bathrooms & Showers 1st)","300MA EWH PM - Quarterly CAM-WH (Engineer)","Every 3 Months","to_do","Jorge Figueroa",2026-04-13 16:00:11,"Water Heater","1.00","0.00","Electric Water Heater",2026-04-13 16:00:11,"2EjljsgJMz"
"PM-UNP-19216",2026-05-28 16:00:00,"University Park","26 Landsdowne Street","26LS EWH-2 (Emergency Wash Loop)","26LS EHWH PM - Quarterly CAM-WH (Engineer)","Every 3 Months","to_do","Piotr Olszewski",2026-04-13 16:00:10,"Water Heater","1.00","0.00","Electric Water Heater",2026-04-13 16:00:10,"FYOnz9mOMc"
"PM-UNP-19215",2026-05-28 16:00:00,"University Park","26 Landsdowne Street","26LS EWH-1 (Bathrooms)","26LS EHWH PM - Quarterly CAM-WH (Engineer)","Every 3 Months","to_do","Piotr Olszewski",2026-04-13 16:00:10,"Water Heater","1.00","0.00","Electric Water Heater",2026-04-13 16:00:10,"ONz6UUDAvV"
"PM-UNP-19212",2026-05-28 16:00:00,"University Park","38 Sidney Street","38SS Building","CAM-FP-Drum Drip-Monthly Fire Protection-Drum Drip Monthly","Every 1 Month","to_do","Rodney Ruff",2026-04-13 16:00:10,"Building","1.00","0.00","Building",2026-04-13 16:00:10,"MugSDZBRLr"
"PM-UNP-19211",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS P-9 (TCHWP)","88SS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:10,"Pump","2.00","0.00","Pump",2026-04-13 16:00:10,"nAFZUkN4QG"
"PM-UNP-19210",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS P-8 (AHU CHWP)","88SS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:10,"Pump","2.00","0.00","Pump",2026-04-13 16:00:10,"N41daYKU1r"
"PM-UNP-19209",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS P-7 (AHU CHWP)","88SS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:10,"Pump","2.00","0.00","Pump",2026-04-13 16:00:10,"e6jGYABHX6"
"PM-UNP-19208",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS P-6 (CHW Primary)","88SS HVAC Pump Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:10,"Pump","2.00","0.00","Pump",2026-04-13 16:00:10,"BtU48xUcZ8"
